,Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Total_amount_spent,Total_accept_campaign,Year,children,Status_Divorced,Status_Married,Status_Single,Status_Together
1030,2,46423.0,6,3,2,0,4,7,0,0,48,24,0,2013,2,0,0,1,0
1466,1,65148.0,9,2,6,6,7,4,0,0,62,655,0,2012,1,0,1,0,0
1640,1,57136.0,18,1,7,5,7,6,0,1,53,912,0,2013,0,1,0,0,0
1298,1,50200.0,70,6,7,1,5,8,0,0,44,135,0,2013,2,0,0,0,1
665,2,59247.0,87,5,5,2,9,6,0,0,58,247,0,2013,2,0,0,1,0
364,1,72025.0,27,1,4,3,8,3,0,0,58,1099,0,2012,0,0,0,0,1
1239,0,7500.0,63,4,3,2,2,9,0,0,28,109,0,2012,1,0,0,1,0
77,1,75825.0,40,0,5,8,9,4,0,1,44,1177,1,2012,0,0,0,1,0
27,1,51381.5,19,0,27,0,0,1,0,0,34,632,0,2013,1,0,0,1,0
1745,1,30372.0,33,3,2,0,3,7,0,0,49,29,0,2012,2,1,0,0,0
525,3,49154.0,69,6,4,1,8,6,0,0,60,205,0,2013,2,0,1,0,0
725,1,66373.0,57,7,4,2,10,3,0,0,42,278,0,2013,2,0,1,0,0
55,2,82384.0,55,1,3,10,13,1,0,1,65,973,1,2012,0,0,0,0,1
638,1,45906.0,20,2,5,4,4,5,0,0,56,181,1,2013,1,0,0,1,0
302,2,80950.0,44,1,6,7,9,2,0,0,59,688,1,2013,0,0,1,0,0
718,1,44794.0,99,1,2,0,3,6,0,0,54,11,0,2014,1,0,1,0,0
1468,2,64857.0,78,1,7,5,10,4,0,0,64,984,0,2012,0,0,0,1,0
624,1,28769.0,76,3,4,1,4,9,0,0,43,150,0,2012,1,0,0,1,0
7,3,33454.0,32,2,4,0,4,8,0,0,35,93,0,2013,1,0,1,0,0
1280,2,46831.0,84,2,1,2,2,4,0,0,51,56,0,2013,2,0,1,0,0
803,1,26872.0,0,1,1,1,2,6,0,0,39,69,0,2013,0,0,1,0,0
1049,1,42557.0,98,4,6,1,4,8,0,0,46,78,0,2012,1,0,1,0,0
336,1,68655.0,95,1,4,5,11,3,0,0,32,1082,0,2012,0,0,0,1,0
47,1,41728.0,92,1,2,0,2,10,0,0,52,42,0,2013,1,0,0,0,1
1797,3,7144.0,92,0,23,1,1,0,0,0,54,335,0,2013,2,0,0,1,0
106,1,49096.0,15,4,4,1,4,7,0,0,56,43,0,2013,2,0,1,0,0
349,1,72099.0,18,1,3,4,10,1,0,0,46,642,0,2012,0,0,1,0,0
1079,1,24163.0,3,2,1,0,3,4,0,0,50,13,0,2013,2,0,0,1,0
238,1,64961.0,97,2,6,4,4,3,0,0,62,627,0,2012,1,0,0,0,1
213,1,41443.0,79,6,8,1,5,8,0,0,43,311,0,2014,1,0,1,0,0
1144,1,68142.0,96,3,10,4,7,6,0,0,56,562,0,2012,1,0,0,0,1
1511,1,27242.0,2,2,2,0,3,9,0,1,50,103,0,2012,1,0,0,1,0
1374,1,51381.5,87,1,1,0,3,5,0,0,62,26,0,2012,2,0,0,0,1
793,2,61872.0,81,4,4,4,9,4,0,0,50,243,0,2013,1,0,1,0,0
1096,1,53187.0,66,2,4,1,6,5,0,0,50,56,0,2013,1,0,0,0,1
1423,2,31163.0,54,1,1,0,3,6,0,0,47,36,0,2014,1,1,0,0,0
1356,2,59601.0,14,4,2,2,7,8,0,0,43,106,1,2013,1,1,0,0,0
1921,3,61917.0,83,1,2,0,4,5,0,0,46,45,0,2013,2,0,1,0,0
2029,1,38680.0,97,1,2,0,3,7,0,0,36,68,0,2013,1,0,1,0,0
523,2,50353.0,72,1,4,4,6,3,0,0,43,301,0,2014,0,0,1,0,0
232,3,62745.0,89,3,7,8,11,5,0,0,55,555,0,2013,1,0,1,0,0
644,1,66886.0,28,2,7,1,7,5,0,0,62,284,0,2013,1,0,0,0,1
1830,3,57333.0,55,11,8,5,9,6,0,1,66,721,0,2012,1,1,0,0,0
533,1,76982.0,19,1,8,3,4,4,0,1,53,598,1,2014,0,1,0,0,0
1831,3,32313.0,60,3,4,0,4,9,0,0,38,73,0,2013,1,0,0,0,1
603,1,26150.0,61,1,1,0,3,7,0,0,64,23,0,2013,3,1,0,0,0
1456,2,28072.0,10,1,1,0,3,7,0,0,34,17,0,2013,1,0,1,0,0
1074,1,36715.0,16,6,7,2,4,9,0,1,49,185,0,2012,1,0,1,0,0
1700,3,54222.0,98,1,3,3,5,3,0,0,47,65,0,2014,1,0,1,0,0
60,2,75777.0,12,1,3,6,11,1,0,1,38,726,2,2013,0,0,0,1,0
1677,2,78789.0,12,1,4,6,5,2,0,1,40,1087,0,2012,0,1,0,0,0
92,2,51381.5,87,1,2,4,8,1,0,0,47,540,0,2013,0,0,0,0,1
666,1,66731.0,33,4,4,3,6,3,0,0,50,658,0,2012,1,1,0,0,0
1342,3,76542.0,91,1,4,8,10,2,0,0,64,689,0,2013,0,0,0,0,1
1965,2,54690.0,76,3,3,1,5,3,0,0,49,87,0,2013,2,0,1,0,0
280,3,65640.0,74,1,5,1,8,2,0,0,46,257,0,2014,1,0,0,0,1
1891,3,45759.0,13,2,2,0,3,7,0,0,56,26,0,2013,2,0,1,0,0
359,3,37717.0,31,1,1,0,2,9,0,0,42,16,0,2012,1,0,1,0,0
2112,2,25176.0,79,1,1,0,2,7,0,0,44,9,0,2013,2,0,0,0,1
1412,3,34578.0,1,1,1,0,2,6,0,0,48,1,0,2014,3,0,0,0,1
847,3,46374.0,1,3,7,1,7,8,0,1,46,38,2,2014,1,0,1,0,0
1206,1,74918.0,78,1,5,9,6,3,0,0,51,1075,1,2013,0,0,0,0,1
1667,1,27573.0,45,4,5,1,4,8,0,0,45,194,0,2013,1,0,1,0,0
110,1,77298.0,46,1,6,6,11,3,0,0,41,544,0,2013,1,0,0,0,1
42,1,21994.0,4,1,0,0,3,5,0,0,63,13,0,2012,1,0,0,0,1
125,2,71488.0,87,2,3,4,7,1,0,0,55,397,0,2013,0,0,0,0,1
204,1,29604.0,88,1,1,0,3,9,0,0,32,46,1,2013,1,0,0,0,1
52,1,35790.0,54,2,2,0,3,7,0,0,43,60,0,2013,1,0,0,1,0
545,2,27159.0,33,2,1,0,3,6,0,0,47,4,0,2014,2,0,1,0,0
68,1,69096.0,4,1,5,2,10,4,0,0,62,406,0,2013,1,0,0,0,1
1913,1,91249.0,84,0,7,9,6,4,0,1,64,352,4,2012,0,0,0,1,0
1879,1,76532.0,38,4,9,5,7,5,0,0,45,465,0,2013,2,0,0,0,1
1872,3,30396.0,22,2,1,1,2,7,0,1,51,19,1,2014,1,0,1,0,0
183,0,28249.0,80,1,2,0,3,6,0,0,59,42,0,2014,0,0,1,0,0
137,3,33762.0,61,3,2,2,2,8,0,0,61,53,0,2013,3,0,1,0,0
899,1,86429.0,10,0,7,4,7,2,0,1,59,985,1,2013,0,0,0,1,0
796,3,82716.0,8,1,6,8,13,2,0,0,76,561,0,2013,0,0,0,1,0
132,1,73448.0,10,1,7,2,9,4,0,0,51,489,0,2014,0,0,1,0,0
80,1,29760.0,87,4,3,1,4,8,0,0,35,101,0,2012,1,0,0,1,0
2042,1,55801.0,35,6,7,2,6,7,0,0,45,160,1,2013,2,0,0,1,0
1870,1,70300.0,89,3,5,5,13,8,0,0,45,551,0,2013,1,1,0,0,0
541,2,24683.0,98,2,2,0,4,5,0,0,30,33,0,2014,1,0,1,0,0
1935,2,34529.0,94,2,2,2,3,7,0,0,44,94,0,2012,1,0,1,0,0
1379,2,26907.0,10,2,1,0,3,7,0,0,44,13,0,2013,2,0,0,0,1
983,1,85683.0,6,1,2,4,10,1,0,1,66,493,4,2014,0,1,0,0,0
165,1,62551.0,27,1,6,7,4,3,0,0,67,296,1,2013,0,1,0,0,0
248,1,29938.0,52,2,1,0,3,6,0,0,35,23,0,2013,1,0,0,1,0
1331,1,39660.0,36,3,7,1,3,9,0,1,38,160,0,2012,1,0,0,1,0
446,1,57959.0,71,5,4,7,11,3,0,0,65,438,0,2013,1,0,0,1,0
1387,2,63915.0,2,2,6,3,12,5,0,0,64,167,0,2013,2,0,1,0,0
858,3,57906.0,29,3,4,2,8,4,0,0,47,158,0,2013,1,0,0,0,1
1358,1,47025.0,52,3,6,3,5,6,0,0,44,161,0,2013,1,0,0,1,0
1460,3,41145.0,20,1,0,0,3,3,0,0,70,4,0,2014,2,0,1,0,0
97,1,51813.0,37,2,2,0,3,7,0,0,48,12,0,2013,2,1,0,0,0
1404,2,43142.0,84,1,1,0,2,7,0,0,51,15,0,2014,2,0,1,0,0
805,1,73170.0,1,1,5,4,6,2,0,0,45,542,0,2014,0,0,0,1,0
737,1,82224.0,83,1,6,9,5,3,0,0,56,595,1,2014,0,0,1,0,0
2020,2,7500.0,98,4,2,1,3,9,0,0,35,95,0,2012,1,0,0,0,1
102,1,85693.0,59,2,9,5,11,5,0,0,41,783,0,2013,1,0,0,0,1
434,3,32011.0,89,3,2,1,4,7,0,0,49,23,0,2013,1,0,1,0,0
74,1,28332.0,58,1,2,1,4,2,0,0,68,51,0,2014,0,0,1,0,0
577,1,40689.0,69,7,7,1,5,8,0,0,69,174,0,2013,1,0,0,0,1
1447,1,68695.0,3,1,4,4,7,2,0,0,51,633,0,2014,0,0,0,0,1
2214,3,57642.0,24,3,7,6,6,4,0,0,50,99,1,2014,1,0,0,1,0
1230,1,84906.0,98,1,5,6,12,2,0,0,48,634,3,2013,0,0,0,0,1
918,2,24401.0,98,3,6,1,6,8,0,0,41,394,0,2012,0,0,0,0,1
1326,2,88097.0,24,1,6,5,8,9,0,1,42,681,3,2012,1,0,1,0,0
2065,1,69520.0,95,1,9,6,5,5,0,0,37,828,0,2013,0,0,1,0,0
2028,1,60689.0,23,4,4,4,10,3,0,0,69,399,0,2013,1,0,0,1,0
1964,1,40794.0,18,2,6,3,5,7,0,0,45,173,0,2013,1,0,1,0,0
762,2,62058.0,52,4,6,1,7,6,0,0,64,149,0,2013,1,0,1,0,0
989,1,75437.0,25,1,8,4,10,6,0,0,42,698,1,2013,0,0,0,0,1
388,1,74293.0,66,1,5,4,6,2,0,0,27,752,0,2014,0,0,0,1,0
235,3,79761.0,32,1,5,2,11,3,0,0,62,190,0,2013,1,0,0,1,0
1828,1,47743.0,56,3,4,1,6,6,0,0,63,77,1,2013,1,0,1,0,0
267,1,69267.0,31,2,3,4,5,7,0,1,67,857,0,2012,0,0,0,1,0
1329,2,35876.0,13,1,3,1,3,6,0,0,37,63,0,2014,0,0,1,0,0
1494,1,42014.0,56,6,7,1,6,8,0,1,43,192,0,2012,1,0,1,0,0
117,2,36550.0,74,5,9,1,5,9,0,0,42,530,0,2013,1,0,1,0,0
1948,1,46998.0,55,5,5,3,5,7,0,0,64,205,1,2012,1,0,0,1,0
673,3,65295.0,19,1,3,3,13,2,0,0,40,299,0,2013,0,0,0,1,0
249,1,102692.0,5,1,6,9,13,2,0,1,46,944,4,2013,0,1,0,0,0
1763,1,70596.0,68,1,3,5,12,2,0,0,35,621,0,2012,0,0,0,1,0
2225,3,64014.0,56,7,8,2,5,7,0,0,74,38,1,2014,3,0,0,0,1
94,3,23626.0,84,3,3,1,3,5,0,0,50,16,0,2014,1,0,1,0,0
1489,3,53374.0,34,6,4,2,9,9,0,1,51,168,1,2012,1,0,0,0,1
33,3,46610.0,8,6,4,1,6,6,0,1,68,206,0,2012,2,1,0,0,0
1775,1,34600.0,8,5,5,2,5,8,0,1,49,119,0,2013,2,0,0,0,1
2025,1,40059.0,82,1,6,2,3,8,0,0,36,304,1,2013,1,0,1,0,0
448,2,36230.0,17,1,2,0,4,5,0,0,49,45,0,2013,1,0,0,1,0
716,1,72190.0,79,1,5,6,4,3,0,0,55,1350,0,2013,0,0,1,0,0
1525,2,46098.0,86,4,3,2,2,8,0,1,45,63,0,2012,2,0,0,1,0
2050,2,51381.5,52,7,4,10,4,3,0,0,51,346,0,2013,2,0,0,0,1
0,1,58138.0,58,3,8,10,4,7,0,1,63,982,0,2012,0,0,0,1,0
1786,2,28520.0,55,1,1,1,2,6,0,0,60,32,0,2013,2,0,1,0,0
1101,2,65463.0,17,2,6,2,9,5,0,0,46,171,1,2014,1,0,1,0,0
1108,1,71819.0,70,3,3,3,5,6,0,0,49,350,2,2013,1,0,0,0,1
1476,2,75484.0,50,2,7,3,6,4,0,0,44,781,0,2012,1,0,0,0,1
82,2,23559.0,87,3,3,0,3,7,0,0,47,54,0,2013,1,0,1,0,0
1555,1,79865.0,12,1,5,10,5,1,0,0,66,721,0,2014,1,1,0,0,0
676,2,41039.0,32,1,8,1,5,8,0,0,38,433,0,2013,0,0,0,0,1
1760,2,47808.0,30,2,3,2,3,7,0,0,45,101,1,2013,1,0,1,0,0
1046,2,25959.0,1,2,1,2,2,6,0,1,50,52,0,2013,2,1,0,0,0
770,3,74250.0,90,1,2,11,4,1,0,0,62,478,0,2014,0,0,0,0,1
1513,1,69930.0,21,1,4,5,12,3,0,0,49,1410,0,2013,0,0,0,0,1
1545,1,76081.0,85,1,4,5,4,2,0,0,58,741,1,2014,0,0,0,0,1
1968,3,38236.0,2,4,3,0,4,7,0,0,52,30,0,2013,2,0,0,1,0
1808,1,72282.0,70,1,5,7,9,7,0,1,69,828,0,2013,0,0,0,1,0
404,3,30351.0,19,1,3,0,2,9,0,0,46,32,0,2013,1,0,0,0,1
384,1,38823.0,56,1,2,1,3,6,0,0,71,44,0,2012,1,0,0,0,1
1710,3,55424.0,6,4,7,5,9,6,0,1,44,415,1,2012,1,0,1,0,0
1620,1,19444.0,8,3,4,1,2,7,0,1,38,38,0,2014,1,0,0,0,1
104,1,87195.0,35,1,3,11,5,1,0,1,61,880,0,2014,0,0,1,0,0
688,2,61923.0,94,1,2,1,4,3,0,0,59,34,0,2013,2,0,1,0,0
1580,1,34968.0,11,7,3,2,5,7,0,0,40,63,0,2013,1,0,1,0,0
826,2,25130.0,10,2,2,0,3,7,0,0,40,48,0,2013,1,0,0,0,1
1240,1,40521.0,82,1,0,1,2,5,0,0,52,9,0,2013,2,0,0,0,1
62,1,61823.0,26,4,8,2,10,7,0,0,68,361,0,2013,1,0,0,1,0
1305,2,74805.0,14,5,4,7,10,2,0,0,65,611,0,2013,1,0,0,0,1
852,2,85710.0,5,1,6,9,10,2,0,0,31,462,1,2013,0,0,1,0,0
2224,1,61223.0,46,2,9,3,4,5,0,0,53,632,0,2013,1,0,1,0,0
1262,2,85485.0,73,1,6,6,6,2,0,0,62,753,0,2014,0,0,0,1,0
223,1,42011.0,46,4,3,1,4,8,0,0,42,58,0,2013,1,0,0,0,1
145,1,59809.0,36,3,3,3,6,8,0,0,44,279,0,2012,2,0,1,0,0
1088,1,61825.0,56,1,4,2,8,4,0,0,41,262,0,2013,1,0,0,1,0
373,1,30279.0,13,1,1,0,3,8,0,0,31,27,0,2012,1,0,0,1,0
1726,1,70044.0,46,4,7,10,5,5,0,0,66,431,0,2013,1,1,0,0,0
1142,1,26576.0,40,1,1,0,2,9,0,1,34,17,1,2012,1,0,0,1,0
2137,2,41275.0,33,4,3,1,3,5,0,0,60,37,0,2014,3,0,0,0,1
1814,1,63967.0,57,3,4,4,12,2,0,0,52,495,0,2013,1,0,1,0,0
1274,2,49118.0,90,2,9,7,10,7,0,1,49,609,2,2012,0,1,0,0,0
1265,1,38808.0,21,4,5,1,4,8,0,1,48,121,1,2012,1,0,0,1,0
1942,1,56939.0,19,2,3,3,10,3,0,0,44,305,0,2013,1,0,1,0,0
2053,3,70038.0,54,1,4,4,8,2,0,0,38,657,0,2013,0,0,0,0,1
9,3,5648.0,68,1,1,0,0,20,0,0,70,21,1,2014,2,0,0,0,1
449,2,70829.0,87,2,4,2,8,3,0,0,40,290,0,2013,2,0,1,0,0
708,3,76618.0,64,1,3,2,5,1,0,0,45,762,0,2012,0,0,1,0,0
255,1,18701.0,95,4,2,0,4,5,0,0,56,32,0,2013,2,0,0,1,0
882,2,68092.0,7,2,2,6,10,5,0,0,42,429,0,2013,0,0,0,1,0
389,3,51012.0,86,1,4,1,4,6,0,0,74,107,0,2013,0,0,1,0,0
1613,1,18793.0,14,3,2,0,4,8,0,0,49,73,0,2013,1,0,1,0,0
908,1,62820.0,51,1,3,4,6,1,0,0,66,578,0,2013,0,0,1,0,0
924,1,46107.0,78,1,1,1,4,3,0,0,31,94,0,2014,1,0,0,1,0
751,2,40662.0,0,2,2,1,3,4,0,0,41,52,0,2013,1,0,1,0,0
2219,1,24434.0,9,2,2,1,2,7,0,0,48,47,0,2014,2,0,1,0,0
460,1,33183.0,46,2,4,0,3,7,0,0,45,113,0,2014,1,0,1,0,0
1530,3,71969.0,59,3,3,4,9,8,0,0,49,86,1,2012,1,0,1,0,0
1224,3,38197.0,86,1,1,0,3,5,0,0,34,17,0,2013,1,0,0,0,1
1168,2,47353.0,93,3,2,2,6,5,0,0,60,41,0,2013,1,0,1,0,0
958,1,54753.0,87,3,5,2,11,4,0,0,61,531,0,2013,1,0,0,0,1
501,1,53653.0,29,2,10,4,12,6,0,0,67,395,0,2012,0,1,0,0,0
739,2,17003.0,37,3,2,0,4,5,0,0,45,36,0,2013,1,0,1,0,0
40,1,80011.0,3,2,8,6,5,4,0,0,40,974,0,2013,1,0,1,0,0
868,1,80812.0,95,1,4,8,5,2,0,0,67,908,3,2013,0,0,0,0,1
731,0,17487.0,37,1,1,0,2,7,0,0,31,18,0,2013,1,0,1,0,0
539,3,84169.0,9,1,7,6,6,3,0,1,38,441,2,2013,0,0,1,0,0
1201,3,40451.0,54,1,1,1,2,5,0,0,63,14,1,2014,2,0,0,0,1
1339,3,50150.0,32,2,5,2,7,5,0,0,37,275,0,2013,0,0,1,0,0
697,2,41335.0,24,3,4,1,4,7,0,0,52,75,0,2013,1,1,0,0,0
1842,1,22280.0,85,1,1,0,2,8,0,0,45,11,0,2013,1,0,0,0,1
1666,2,20193.0,18,1,1,1,4,4,0,0,29,74,0,2012,0,0,0,0,1
1371,2,51381.5,39,2,4,2,6,5,0,0,50,130,0,2013,1,0,0,0,1
1145,1,7500.0,61,1,1,0,2,8,0,0,41,13,0,2012,1,0,1,0,0
1031,3,37126.0,9,1,1,2,2,6,0,1,49,27,1,2014,1,0,1,0,0
372,1,22585.0,23,1,1,1,2,9,0,1,50,78,1,2013,0,0,0,1,0
667,1,77353.0,38,2,6,4,8,4,0,0,40,395,0,2013,1,0,1,0,0
1431,1,39922.0,30,2,3,0,4,8,0,0,37,127,0,2013,1,0,1,0,0
1934,1,72570.0,67,1,4,6,12,1,0,0,36,815,0,2014,0,0,1,0,0
357,3,62187.0,38,3,6,2,10,4,0,0,51,124,0,2014,1,1,0,0,0
967,2,80573.0,85,1,4,6,13,2,0,0,49,735,0,2012,0,0,0,0,1
783,2,62847.0,45,1,3,6,4,2,0,0,75,1091,0,2013,0,0,0,0,1
735,3,48767.0,79,3,2,1,3,5,0,0,70,35,0,2014,3,0,0,1,0
1353,0,17256.0,10,2,2,1,2,8,0,0,28,56,1,2013,1,0,1,0,0
1035,1,8028.0,62,15,0,1,0,19,0,0,29,105,0,2012,0,0,0,1,0
970,2,56962.0,60,7,6,3,5,7,0,0,55,119,0,2013,3,0,1,0,0
1851,3,69063.0,16,1,5,3,5,3,0,0,54,262,0,2012,1,0,1,0,0
1829,2,62972.0,39,2,7,4,3,6,0,0,65,274,0,2012,1,0,1,0,0
2100,1,82332.0,89,1,5,3,12,2,0,1,59,1176,1,2012,0,0,0,1,0
1920,2,62694.0,29,5,9,3,7,7,0,0,55,370,0,2013,2,0,1,0,0
1561,3,75283.0,26,11,6,3,5,4,0,0,63,286,0,2013,3,0,1,0,0
1850,1,54006.0,42,2,8,1,7,7,0,0,35,407,0,2012,1,0,0,0,1
1328,1,71853.0,29,1,2,8,6,1,0,0,38,791,0,2013,0,0,0,0,1
2033,1,29009.0,19,2,2,0,3,6,0,0,39,38,0,2013,1,0,1,0,0
1810,3,32583.0,10,1,1,0,2,7,0,0,59,4,0,2014,2,0,0,0,1
1425,1,34853.0,75,2,2,0,3,6,0,0,47,25,0,2013,2,0,0,1,0
1464,1,34704.0,65,1,1,0,3,5,0,0,54,11,0,2013,1,0,0,1,0
1993,1,22979.0,29,3,3,2,2,8,0,1,50,99,0,2012,1,0,1,0,0
1252,1,76653.0,91,1,4,7,11,2,0,0,51,1543,2,2013,0,0,0,0,1
2165,3,79174.0,2,1,5,6,7,2,0,1,45,969,2,2013,0,0,1,0,0
2196,1,61014.0,17,4,9,3,4,7,0,0,40,878,0,2012,1,0,1,0,0
1236,2,66000.0,36,1,1,3,5,1,0,0,73,467,0,2014,0,0,0,0,1
885,1,76630.0,93,1,3,10,11,1,0,0,37,748,0,2014,0,0,1,0,0
79,1,56046.0,9,2,10,1,8,8,0,1,55,115,1,2013,0,0,0,0,1
1172,2,90638.0,29,1,3,4,10,1,0,0,29,1369,1,2014,0,0,0,1,0
814,1,22063.0,43,2,2,0,3,7,0,0,48,48,0,2013,1,0,1,0,0
1550,1,27215.0,50,4,2,1,4,6,0,0,59,72,0,2013,3,1,0,0,0
671,1,70337.0,75,1,2,2,12,1,0,0,41,389,0,2014,0,0,0,1,0
1859,2,30538.0,27,4,9,0,4,10,0,0,49,83,0,2012,1,0,0,0,1
57,1,27938.0,31,1,1,0,4,3,0,0,32,16,0,2014,1,0,0,1,0
133,1,51381.5,96,1,6,5,7,4,0,0,57,494,0,2013,1,0,1,0,0
1140,1,54450.0,0,12,9,2,8,8,0,0,64,230,0,2012,2,0,0,0,1
933,2,64831.0,51,8,6,3,5,6,0,0,68,640,0,2013,2,0,0,1,0
928,3,32892.0,78,2,3,0,3,8,0,0,49,20,0,2014,1,0,0,0,1
823,3,55412.0,65,1,2,0,3,5,0,0,44,53,0,2013,2,1,0,0,0
1432,1,33402.0,60,3,2,1,3,8,0,0,68,44,0,2013,2,0,0,0,1
1652,1,34916.0,89,4,5,1,3,9,0,0,52,180,0,2013,2,0,0,0,1
1531,2,59235.0,4,3,11,2,12,7,0,0,53,680,0,2013,1,0,0,1,0
1214,1,26228.0,50,1,1,0,2,8,0,0,47,23,0,2013,1,0,1,0,0
504,1,34935.0,71,1,2,1,4,7,0,0,28,103,0,2013,0,0,1,0,0
2202,2,38054.0,24,2,2,0,3,7,0,0,70,22,0,2014,2,1,0,0,0
347,1,71952.0,93,2,8,4,8,4,0,0,34,787,2,2013,1,0,1,0,0
386,1,90300.0,7,0,5,6,8,1,0,0,41,1144,1,2014,0,0,0,0,1
1024,1,91700.0,58,1,8,6,5,3,0,1,49,1392,0,2013,0,0,0,1,0
1384,3,38887.0,17,1,1,0,3,7,0,0,48,17,0,2014,1,0,0,0,1
894,1,54137.0,46,2,4,1,4,6,0,0,50,32,0,2013,1,1,0,0,0
828,1,71391.0,50,5,6,5,12,3,0,0,64,707,0,2013,1,0,1,0,0
2172,1,42523.0,96,1,1,1,4,2,0,0,56,111,0,2014,0,0,1,0,0
475,1,41124.0,41,7,7,3,4,8,0,0,43,225,0,2012,1,0,1,0,0
1785,1,34074.0,69,5,3,3,3,6,0,0,68,120,1,2013,2,0,0,0,1
1756,1,67131.0,72,3,9,2,12,6,0,0,64,511,0,2013,1,0,1,0,0
1692,2,38452.0,62,3,3,0,3,7,0,0,65,16,0,2014,2,0,1,0,0
652,3,73059.0,36,1,9,3,13,4,0,0,73,685,0,2013,1,0,0,0,1
172,3,53537.0,17,2,2,1,3,5,0,0,61,12,0,2014,2,0,0,0,1
1474,2,19414.0,32,1,1,0,3,8,0,0,39,30,0,2013,1,0,0,0,1
1149,1,46049.0,11,10,5,2,9,7,0,1,44,173,0,2013,2,0,1,0,0
38,1,42429.0,99,2,1,1,3,5,0,0,47,12,0,2014,1,1,0,0,0
1554,1,24645.0,16,1,1,0,2,8,0,0,32,12,0,2012,1,0,1,0,0
713,2,74806.0,1,2,5,4,5,4,0,0,55,295,0,2012,1,0,1,0,0
90,3,51381.5,4,12,7,2,8,9,0,0,63,373,0,2012,3,0,1,0,0
166,1,52332.0,63,1,3,2,6,4,0,0,61,47,1,2013,0,1,0,0,0
1205,1,77044.0,12,2,7,11,11,4,0,0,48,440,1,2013,1,0,0,0,1
875,1,36627.0,78,1,0,0,3,5,0,0,45,7,0,2013,2,1,0,0,0
1637,2,39228.0,1,1,0,0,3,4,0,0,60,13,0,2013,0,1,0,0,0
2036,1,43020.0,79,3,4,1,4,6,0,0,50,178,0,2013,1,0,0,1,0
2171,3,44325.0,69,4,8,2,7,8,0,0,48,26,1,2013,1,0,1,0,0
1093,1,83829.0,78,0,4,7,6,1,0,1,45,965,3,2013,0,1,0,0,0
1155,1,59594.0,74,1,8,1,7,7,0,0,55,42,1,2012,1,0,1,0,0
1324,1,71434.0,4,3,7,4,7,4,0,0,58,689,2,2013,1,0,1,0,0
1676,1,42231.0,99,1,1,0,3,5,0,0,51,13,0,2014,2,0,1,0,0
1350,1,80695.0,85,1,5,8,5,2,0,0,57,1361,0,2013,0,0,0,1,0
510,3,44124.0,62,4,6,2,5,8,0,0,74,113,0,2013,1,0,0,0,1
499,3,64355.0,66,2,4,3,12,8,0,0,35,398,0,2012,1,0,1,0,0
1642,1,22448.0,86,3,2,1,3,3,0,0,38,52,0,2014,1,0,1,0,0
1950,3,56551.0,48,3,2,1,4,4,0,0,70,71,0,2014,2,1,0,0,0
1519,1,28087.0,77,3,2,2,2,7,0,0,62,59,0,2012,2,0,0,0,1
338,3,55212.0,65,3,4,2,11,8,0,0,51,79,2,2012,1,0,1,0,0
1997,1,63684.0,61,3,8,4,8,5,0,0,50,889,0,2012,1,0,1,0,0
1188,2,63841.0,64,1,9,3,9,6,0,0,52,273,0,2013,1,1,0,0,0
28,1,38360.0,26,2,2,1,4,3,0,0,31,95,0,2013,1,0,1,0,0
1540,1,66033.0,76,2,8,3,7,7,0,0,63,384,0,2013,1,1,0,0,0
1217,3,33438.0,81,4,2,1,4,5,0,0,62,28,0,2013,2,1,0,0,0
1602,1,68655.0,95,1,4,5,11,3,0,0,32,1082,0,2012,0,0,0,1,0
794,1,46984.0,71,1,1,0,3,5,0,0,64,22,0,2013,2,1,0,0,0
945,2,44051.0,20,4,3,1,4,6,0,1,47,92,0,2013,2,1,0,0,0
1788,2,36273.0,80,2,3,0,3,6,0,0,43,47,0,2014,1,0,0,1,0
169,1,33456.0,58,2,1,0,3,7,0,0,55,29,0,2014,2,0,0,0,1
1702,2,77520.0,30,1,8,7,7,4,0,1,61,586,3,2013,1,0,1,0,0
1197,2,66636.0,64,1,3,4,9,1,0,0,63,793,0,2013,0,0,0,0,1
1542,2,57530.0,68,1,1,1,4,1,0,0,69,42,0,2013,1,1,0,0,0
1253,3,35860.0,37,2,1,1,2,5,0,0,47,34,1,2014,2,1,0,0,0
1694,3,55012.0,85,6,8,2,9,5,0,0,47,78,0,2014,1,0,0,0,1
912,3,74637.0,73,1,6,9,9,3,0,0,66,690,1,2013,0,0,0,1,0
491,2,59432.0,88,3,5,3,11,5,0,0,58,346,0,2013,1,1,0,0,0
953,1,70647.0,65,2,4,7,13,2,0,0,53,518,0,2012,1,1,0,0,0
1097,1,30023.0,28,1,2,0,3,8,0,0,48,50,0,2014,1,0,1,0,0
1032,1,47703.0,95,4,6,3,8,5,0,0,67,296,0,2013,1,0,1,0,0
587,2,92163.0,25,0,5,11,5,2,0,1,45,1269,2,2012,0,0,1,0,0
750,1,58512.0,25,5,3,4,8,8,0,0,56,276,0,2013,1,0,1,0,0
657,0,25965.0,29,1,2,0,3,8,0,0,40,72,0,2012,0,0,1,0,0
234,2,23661.0,46,1,1,0,3,7,0,0,38,5,0,2013,1,0,0,0,1
732,1,62882.0,26,2,7,5,6,4,0,0,51,829,0,2012,1,0,0,0,1
